,Unnamed: 0,timestamp,front_cam_ts,back_cam_ts,lidar_ts,tx,ty,tz,qx,qy,qz,qw
0,0,1681219119229792,1681219119208908,1681219119257665,1681219119229792,-23.820930277291502,-23.820930277291502,0,0.0130120360866202,0.0281837900200002,0.0028164050586186,0.9995140963285783
1,191,1681219138494514,1681219138493740,1681219138476347,1681219138494514,-18.90098708537087,-16.75111071453736,0,0.02451114675133,0.0350383670602884,-0.0122981989881929,0.9990096450086604
2,244,1681219143840199,1681219143810825,1681219143821191,1681219143840199,-13.8630714290534,-16.80653286340309,0,0.0148682993304642,0.0331196436098505,-0.00183314487982,0.9993391128450972
3,303,1681219149791068,1681219149811304,1681219149763421,1681219149791068,-9.20922585823448,-15.005791990621628,0,-0.0023008717957851,0.0181320753952367,0.3063574828013126,0.951741050161484
4,356,1681219155136776,1681219155111777,1681219155154293,1681219155136777,-5.259715035322554,-11.97490071198368,0,-0.0047826963865163,0.0121318274699438,0.3212079315284192,0.9469189032334016
5,408,1681219160381678,1681219160395488,1681219160358301,1681219160381678,-1.5617782928769155,-8.683923835157596,0,-0.0022967329903165,0.0057710628390536,0.3725820881262283,0.9279784520444312
6,462,1681219165828397,1681219165795956,1681219165835422,1681219165828397,2.082971603287599,-5.2841715976848365,0,0.0086251584976715,0.0127294904439329,0.3658808940567079,0.9305346517342552
7,517,1681219171375630,1681219171413055,1681219171372991,1681219171375630,5.695090859410865,-1.8355975624779204,0,0.0061156940788703,0.0084279932721806,0.4128260467438088,0.910750362253684
8,574,1681219177124778,1681219177080283,1681219177104026,1681219177124778,8.13229423642589,2.5976263215166298,0,0.0055003414568192,0.0026250404963322,0.6215227079063526,0.7833724394966967
9,635,1681219183277654,1681219183314163,1681219183309634,1681219183277654,7.373125791673629,7.521822606699502,0,-0.0040153523790215,-0.0037137548199585,0.8611777721579952,0.508274462973895
10,687,1681219188522532,1681219188514481,1681219188513613,1681219188522532,4.799199588476825,11.827692271200776,0,-0.0112551471414008,-0.001661773395529,0.8918882412684767,0.4521127351214861
11,742,1681219194069654,1681219194098325,1681219194050970,1681219194069654,1.522006151947673,15.60210502552142,0,-0.0112292865517936,-0.0089984639695992,0.9267144522132807,0.3754906854087924
12,796,1681219199516386,1681219199482050,1681219199544449,1681219199516386,-2.112595466120551,19.12178838470717,0,-0.0070580718654209,-0.0064219196230856,0.92646067623782,0.3762705914031253
13,850,1681219204962838,1681219204999154,1681219204936480,1681219204962838,-5.572862000495082,22.639552842624436,0,0.0037971776066306,-0.0152129470749881,0.9229711385506528,0.3845496393003499
14,900,1681219210005966,1681219209982985,1681219210001666,1681219210005966,-9.18953435411443,25.98578772118052,0,0.0122894855660434,-0.0128286026953027,0.938774047291125,0.3440751133546982
15,954,1681219215452459,1681219215416713,1681219215467170,1681219215452459,-12.98057234936066,29.32010601828238,0,0.0072438886105466,-0.0243228006278558,0.9341892683266436,0.3558740484929267
16,1006,1681219220697437,1681219220700548,1681219220665873,1681219220697437,-16.469742668089854,32.878522891291425,0,0.0084098334320507,-0.023547183344254,0.9116333065490088,0.41024324400131
17,1059,1681219226043017,1681219226017658,1681219226020470,1681219226043017,-19.875527530993807,36.60919143248148,0,0.0060866679315744,-0.0195174156565227,0.923793614435162,0.3823445839663489
18,1116,1681219231792176,1681219231801380,1681219231824860,1681219231792176,-23.39761759063684,40.24278018105707,0,0.0061304045793069,-0.0182231221962442,0.9215597382718392,0.3877602155371978
19,1165,1681219236734478,1681219236701844,1681219236749623,1681219236734478,-27.013567930680452,43.55298012109368,0,-0.004834879786141,-0.0153016554992781,0.930088012599243,0.3669860652608291
20,1221,1681219242383013,1681219242402324,1681219242357627,1681219242383013,-30.64915140795712,46.98625034417347,0,-0.00189323296067,-0.0095061444000823,0.9289505766078292,0.3700768502724577
21,1275,1681219247829340,1681219247786054,1681219247840187,1681219247829340,-34.2118269238309,50.476456984775325,0,-0.0098847008103377,-0.0070076311460301,0.925431434791994,0.3787213293365491
22,1331,1681219253477994,1681219253503142,1681219253496559,1681219253477994,-37.86730041007496,54.05579395484671,0,-0.011433978965508,-0.0018988226189666,0.9224517227305252,0.3859384378747008
23,1386,1681219259025010,1681219259003620,1681219259031461,1681219259025010,-41.36821504455724,57.69594246366389,0,-0.0189259078116106,-0.0004808941072508,0.912983382688764,0.4075572618523024
24,1441,1681219264572818,1681219264620847,1681219264571241,1681219264572818,-44.7275892274712,61.50199575402584,0,-0.0157153386640218,-0.0046922090283821,0.9118267401760568,0.4102474950624498
25,1495,1681219270019032,1681219269987954,1681219270041934,1681219270019032,-48.05800881578095,65.22770478454136,0,-0.0165809830835791,-0.0068528775185763,0.910652502908098,0.4127833911592297
26,1547,1681219275263947,1681219275305043,1681219275245539,1681219275263947,-51.45014378657368,68.91532480802827,0,-0.0167263334778166,-0.00454411177364,0.9153317243970988,0.4023274973560857
27,1602,1681219280811342,1681219280805520,1681219280783136,1681219280811342,-54.92643707842855,72.52619563284269,0,-0.0150163856262036,-0.0025046062661187,0.9213956935368208,0.3883274533714785
28,1657,1681219286358731,1681219286406000,1681219286332446,1681219286358731,-58.46193217724804,76.03020305225091,0,-0.0199712513636834,0.0029109604620549,0.9240507735934343,0.3817366150234109
29,1708,1681219291502712,1681219291489727,1681219291529772,1681219291502712,-61.99422246616791,79.5672859550885,0,-0.0206609210421204,0.0037982791133319,0.9214950650032364,0.3878215370401059
30,1763,1681219297050161,1681219297073451,1681219297060510,1681219297050161,-65.70572715418433,82.85901396054096,0,-0.0233635028002036,0.0082756000932631,0.930713955314232,0.3649071040187333
31,1816,1681219302395878,1681219302407305,1681219302400292,1681219302395878,-69.35163239062511,86.26127794118224,0,-0.0241090069437733,0.0142481138756236,0.9273410333492652,0.3731679982285316
32,1871,1681219307943361,1681219307991028,1681219307946210,1681219307943361,-73.00175331624072,89.72827608454449,0,-0.0303712037069233,0.015032491857189,0.924809317422876,0.3789186463896844
33,1926,1681219313490798,1681219313508268,1681219313508693,1681219313490799,-76.62077585282064,93.287432322914,0,-0.0255089197978066,0.0225006482880258,0.921180273337279,0.3876466430289619
34,1979,1681219318836694,1681219318875367,1681219318832488,1681219318836694,-80.09715469057842,96.8494010627452,0,-0.0262871385821402,0.0250969363795923,0.9185358844920104,0.3936635099040834
35,2032,1681219324182672,1681219324192468,1681219324210749,1681219324182673,-83.52873662111124,100.48328687643657,0,-0.0229540479091675,0.0264735794445637,0.9164506747444844,0.3986106145555528
36,2084,1681219329427047,1681219329392812,1681219329418732,1681219329427047,-86.97084976139726,104.12455946384804,0,-0.0212725804276734,0.0300089732912386,0.9147002351704276,0.4024554865113884
37,2145,1681219335579622,1681219335593439,1681219335557536,1681219335579622,-90.88544450261118,107.21456271511748,0,-0.0213178113405725,0.0295376624043009,0.984596184914004,0.1710071053264344
38,2200,1681219341127125,1681219341127187,1681219341095472,1681219341127125,-95.73985440138942,108.10506416937284,0,-0.0184853360729633,0.0309370709502753,0.997410822954908,-0.0622321479920187
39,2256,1681219346775474,1681219346811016,1681219346768936,1681219346775474,-100.32514545220334,106.12765953831628,0,-0.0062247702704894,0.0373759666523245,0.9511566642390736,-0.3063744268464367
40,2310,1681219352221925,1681219352211493,1681219352252803,1681219352221925,-104.1991628542868,103.09258014051107,0,-0.0124134264841498,0.0272932268910957,0.9414231081533484,-0.3358921226282073
41,2365,1681219357769584,1681219357728597,1681219357785518,1681219357769584,-108.00698535947492,99.78758233993834,0,-0.0041298478656733,0.0295398276789109,0.9288584416378204,-0.3692320927756231
42,2418,1681219363115095,1681219363095710,1681219363107278,1681219363115095,-111.66222054728478,96.36416676780456,0,-0.0145165984427467,0.0305417761496695,0.923515313650693,-0.3820679700418993
